id,parent,address,pname,cityname,type,typecode,shopinfo,childtype,adname,name,location,tel,lng,lat
B0FFFWK5EH,B025000C0B,厦禾路323号之34-35,福建省,厦门市,中餐,50100,0,202,Siming District,醉得意(厦禾店),"118.083576,24.461235",0592-2384765;13459759402;18279435876,118.083576,24.461235
B025003MQ0,B0FFGZRVQ0,体育路与育秀路交汇处奥永广场7层,福建省,厦门市,中餐,50101,0,202,Siming District,牡丹大酒楼(体育路店),"118.109542,24.487861",0592-5042666;0592-5042999;13600907127,118.109542,24.487861
B0GUSLQMN5,[],湖滨东路319-9号(人才中心停车场里面),福建省,厦门市,广东菜,50103,1,[],Siming District,潮庭欲膳,"118.101320,24.489566",18030166231;18659246128,118.10132,24.489566
B0G04L90I4,B0H6LZDZGC,后埭溪路268-2号,福建省,厦门市,福建菜,50110,1,324,Siming District,鑫快乐海鲜大排档,"118.106980,24.470790",0592-2077928;13859950419,118.10698,24.47079
B0I2FSEXOE,[],远航路77号海上世界城L3-326,福建省,厦门市,广东菜,50103,0,[],Huli District,梵榕餐厅·新粤菜(海上世界店),"118.076563,24.491507",0592-3592700,118.076563,24.491507
B025001MZM,[],斗西路33号(近中山公园西门),福建省,厦门市,中餐,50118,0,[],Siming District,天河西门土笋冻,"118.087949,24.460690",0592-8650170;0592-8754760;13850083050,118.087949,24.46069
B025002R9S,B025003Z6A,禾祥西路12号之16-20号,福建省,厦门市,中餐,50120,0,320,Siming District,心素食坊(禾祥苑店),"118.082358,24.462849",0592-2285366;18950101866,118.082358,24.462849
B0HKUSX80F,[],禾祥西路8-28号(晚安本杰明旁),福建省,厦门市,韩国菜,50203,1,[],Siming District,有敬韩国料理(思北店),"118.081538,24.462297",18698836031,118.081538,24.462297
B025002OKC,[],湖滨四里64之7号(湖滨东路地铁站5B口步行150米),福建省,厦门市,中餐,50100,0,[],Siming District,荣记深海鱼粥餐厅(湖东分店),"118.109701,24.477023",0592-5090098;0592-5176199;18059271795,118.109701,24.477023
B0H1B5ZNAB,B025003ZNN,新港广场16号106铺,福建省,厦门市,日本菜,50202,1,320,Siming District,衛寿司(新港广场小区店),"118.080276,24.476306",18965162250,118.080276,24.476306
B0FFFQVFQA,[],豆仔尾路296号之1号,福建省,厦门市,中餐,50100,0,[],Siming District,原豆香小吃店,"118.088073,24.463178",0592-6325253;13348510656,118.088073,24.463178
B0FFF2LG2K,B0FFF5AYAV,禾祥西号52之一,福建省,厦门市,中餐,50100,0,320,Siming District,广味砂锅粥(非矿店),"118.094903,24.469480",0592-2203330;18659238972,118.094903,24.46948
B0FFH05NTJ,[],天湖路6号-102,福建省,厦门市,中餐,50100,0,[],Siming District,品口福套餐,"118.086746,24.469238",0592-2295926;18965172992,118.086746,24.469238
B0FFGUP4L6,B0H6LZDZGC,后埭溪路22-4号(禾祥美食中心第一家),福建省,厦门市,海鲜,50119,1,324,Siming District,来来海鲜大排档,"118.106101,24.470712",0592-5500518,118.106101,24.470712
B025001ADH,B0FFGFG1WL,斗西路156-158号祥和广场南楼5楼,福建省,厦门市,综合,50101,0,202,Siming District,亚珠大酒楼(祥禾广场店),"118.086584,24.463008",0592-2206800;0592-2288756;15750728882,118.086584,24.463008
B0G3Z7SI2F,B025002S78,角滨路9号33店面,福建省,厦门市,综合,50101,1,320,Siming District,炙樽烤肉(银行家园店),"118.081865,24.462408",13606918252,118.081865,24.462408
B0250048MO,[],湖滨一里101号-A16,福建省,厦门市,中餐,50100,0,[],Siming District,永丰鱼丸(湖滨一里店),"118.102811,24.473695",0592-5813586,118.102811,24.473695
B0FFF4IY0M,[],湖滨南路湖滨一里101-a08店,福建省,厦门市,中餐,50100,0,[],Siming District,巧娜沙茶面(百家村分店店),"118.103258,24.473813",0592-5161325;15960201991,118.103258,24.473813
B025001LX0,[],斗西路142号105店面,福建省,厦门市,四川菜,50102,0,[],Siming District,川香阁(斗西店),"118.085591,24.465729",0592-2217452;13950169294,118.085591,24.465729
B02500QG1G,[],金榜路111号(湖滨东路地铁站2号口步行220米),福建省,厦门市,福建菜,50110,1,[],Siming District,阿忠食坊十五年老店,"118.109449,24.471909",0592-5852680,118.109449,24.471909
B0FFHE5ILE,B0250043MU,梧村街道禾祥东路12-4,福建省,厦门市,福建菜,50110,0,320,Siming District,鲈鱼港(文灶店),"118.106956,24.469017",0592-5823599;18750518838,118.106956,24.469017
B02500VLZH,[],厦禾路263号源昌国际城269号103-271号101单元,福建省,厦门市,福建菜,50110,0,[],Siming District,临家闽南菜(思北店),"118.081816,24.460881",0592-2220122;18059801022;4001818666,118.081816,24.460881
B0HDLLXEX8,B025003ZEP,禾祥西路8号之54店面,福建省,厦门市,中餐,50100,0,320,Siming District,日富一日小餐馆,"118.080299,24.462401",18030179190,118.080299,24.462401
B0FFI0CNHV,[],湖滨中路10-5号(文灶地铁站2号口步行180米),福建省,厦门市,海鲜,50119,1,[],Siming District,阿青龙虾(文灶店),"118.104644,24.467381",0592-5587668,118.104644,24.467381
B0FFF4JA0C,B0250040MK,后滨路99号之7号,福建省,厦门市,中餐,50100,0,320,Siming District,阿利套餐(泛华大厦店),"118.097377,24.469781",[],118.097377,24.469781
B0IDMRYKLN,[],后埭溪路22-68号(果壳街区内),福建省,厦门市,泰国,50206,1,[],Siming District,Thaidoor泰度·东南亚餐吧,"118.105571,24.470648",18144142509,118.105571,24.470648
B025003Z70,B0FFHQRKOC,东渡路86号,福建省,厦门市,四川菜,50102,0,320,Huli District,华丽川菜(东渡店),"118.080498,24.485863",0592-6019991;13313847992,118.080498,24.485863
B0FFH1MRL6,B025003W6I,东渡路金鼎里26号,福建省,厦门市,中餐,50100,0,320,Huli District,798烧烤酒吧(都市港湾店),"118.082064,24.487220",15396227369,118.082064,24.48722
B02500S7GI,B0FFGTTD5T,槟榔路槟榔西里15号(近槟榔路口公交站),福建省,厦门市,中餐,50100,0,202,Siming District,槟榔虾面弟(槟榔西里店),"118.109934,24.482965",18805923784,118.109934,24.482965
B02500QENK,[],中兴路40号(中山公园地铁站3B口步行440米),福建省,厦门市,中餐,50100,0,[],Siming District,百家春好德来姜母鸭,"118.092683,24.459550",0592-2074122;18965157622,118.092683,24.45955
B0250042L8,[],禾祥西路52-1号(斗西路口),福建省,厦门市,中餐,50100,0,[],Siming District,一品汤牛肉店(斗西总店),"118.086096,24.464492",[],118.086096,24.464492
B0FFG7OWIP,[],禾祥西路269号之2(百脑汇旁边),福建省,厦门市,清真菜馆,50121,0,[],Siming District,中国兰州牛肉拉面(厦门店),"118.091810,24.466795",0592-2393905;13015930369,118.09181,24.466795
B025004APX,B0FFHKFU5V,厦禾路261-13号(眼科医院对面),福建省,厦门市,综合,050201|050211,0,320,Siming District,豪客来牛排(思北源昌店),"118.080573,24.460613",0592-2686095,118.080573,24.460613
B025003418,B0250041B7,东渡路108号(东渡华城北),福建省,厦门市,中餐,50100,0,320,Huli District,妙香扁食(东渡路店),"118.081398,24.488221",[],118.081398,24.488221
B02500SEML,B0IRTSFBDF,和宁里40号,福建省,厦门市,潮州菜,50123,0,320,Huli District,潮州砂锅粥(和宁里店),"118.087267,24.494603",13666014393;15160043603,118.087267,24.494603
B0FFF5V99L,B0250010B3,厦禾路820号帝豪大厦1层,福建省,厦门市,快餐,50302,0,202,Siming District,麦当劳(帝豪餐厅),"118.104497,24.465960",0592-5803380;4008517517,118.104497,24.46596
B025003K2T,[],溪岸路63号之一,福建省,厦门市,中餐,50100,0,[],Siming District,阿玲面线糊(溪岸路),"118.092100,24.461524",0592-2055559,118.0921,24.461524
B0GK2UK5FJ,B025003ZEN,湖滨西路8-112号,福建省,厦门市,韩国菜,50200,0,202,Siming District,金家韩国料理(思北店),"118.079368,24.462443",0592-4174158,118.079368,24.462443
B0FFMGYUSI,B025003Z65,故宫路107号,福建省,厦门市,广东菜,50103,1,320,Siming District,铭汤嘉肴(禾祥花园店),"118.082407,24.464550",18950116784,118.082407,24.46455
B0250041G6,B025003RFU,湖滨西路111-112号东方时代广场1-2层,福建省,厦门市,快餐,50301,0,202,Siming District,肯德基(东方时代餐厅),"118.079466,24.461451",0592-2286975;4009208801,118.079466,24.461451
B025002NLV,B02500Q8R3,禾祥西路206号5室,福建省,厦门市,中餐,50100,0,202,Siming District,妙香扁食(溪岸路店),"118.093608,24.466697",15160038737,118.093608,24.466697
B025003LZH,B025003ZV6,禾祥西二路55-57号,福建省,厦门市,泰国菜,50206,0,320,Siming District,金象湾泰国餐厅(华侨海景店),"118.075907,24.463330",0592-2074999;0592-2387999,118.075907,24.46333
B025003KJK,B0250043HY,禾祥西路1号,福建省,厦门市,中餐,50100,0,320,Siming District,大牛嘴营养速食(禾祥西路店),"118.079971,24.463303",0592-2285916;0592-2285946,118.079971,24.463303
B0FFKUS5F1,B025003ZV6,禾祥西二路华侨海景城19号,福建省,厦门市,日本菜,50202,0,320,Siming District,鸿居酒屋(禾祥西店),"118.075607,24.463576",0592-7119091,118.075607,24.463576
B025003SLA,B025002S78,角滨路9号之3132(银行家园),福建省,厦门市,四川菜,50102,1,320,Siming District,二娃川菜(角滨分店),"118.081847,24.462454",0592-2283710;13015918088,118.081847,24.462454
B02500S4K2,B025003ZV6,禾祥西二路95号之4(近华侨海景城),福建省,厦门市,四川菜,50117,0,320,Siming District,水头永记深海鱼(禾祥西店),"118.077827,24.463318",0592-2680608,118.077827,24.463318
B0250019LI,B025003W75,仙岳路218号之4号,福建省,厦门市,中餐,50100,0,202,Siming District,阿标餐厅(厦门店),"118.097275,24.488794",13003986016;18850069236,118.097275,24.488794
B025004PDA,B0250010B3,厦禾路820号帝豪大厦1楼(近麦当劳),福建省,厦门市,中餐,50100,0,202,Siming District,咏蛙田鸡(帝豪大厦店),"118.104749,24.465998",0592-2049777,118.104749,24.465998
B0FFFQ6Z2K,B0250040MJ,湖滨南路174-182号03号,福建省,厦门市,中餐,50100,0,320,Siming District,百成大同鸭肉粥(湖滨南路店),"118.098714,24.470548",0592-2211931,118.098714,24.470548
B0FFKX2PQ5,B0250043TC,和宁路33-13号,福建省,厦门市,日本菜,50202,0,320,Huli District,助屋(东渡店),"118.087024,24.495166",15059877766,118.087024,24.495166
B0ID9UXHEL,[],梧村街道后埭溪路22号果壳街区6-104,福建省,厦门市,日本菜,50202,1,[],Siming District,珵炭火居酒屋,"118.105524,24.470588",[],118.105524,24.470588
B0FFG9UTGA,[],仙岳路岳阳西里c组综合楼108号店面,福建省,厦门市,四川菜,50102,0,[],Siming District,二娃川菜(岳阳分店),"118.095378,24.489574",0592-8892415;18060922684,118.095378,24.489574
B0ID7ZUEYF,B0FFGG83AF,角滨路15-105室,福建省,厦门市,美式,50208,1,320,Siming District,叹食TIMES·Y精酿餐酒馆,"118.081720,24.462133",18059266776,118.08172,24.462133
B02500443O,B025003ZV6,禾祥西二路华侨海景城95-9号,福建省,厦门市,日本菜,50202,0,320,Siming District,岚居酒屋(禹洲华侨海景城店),"118.078290,24.463346",0592-2686086,118.07829,24.463346
B025002DVY,[],故宫路84号(近建设大厦),福建省,厦门市,中餐,50100,0,[],Siming District,三真丸子美食坊(故宫总店),"118.084217,24.459923",0592-2102316;15359359067,118.084217,24.459923
B02500TLIW,B025004061,开元街道后江埭路39-3-1,福建省,厦门市,中餐,50118,1,320,Siming District,东北饺子,"118.093674,24.465914",0592-2280267,118.093674,24.465914
B0FFGIHPLK,B0FFF9LQUQ,金桥路101号金桥花园酒店旁边,福建省,厦门市,中餐,50100,0,202,Siming District,鼎盛汇(世纪金桥商务楼店),"118.100624,24.487379",0592-2353222,118.100624,24.487379
B0FFGG1EOM,B025003Z6C,角滨路18号之14底层,福建省,厦门市,中餐,50100,0,320,Siming District,永安佳味馆(禾祥西店),"118.081407,24.463727",18250847616,118.081407,24.463727
B0FFFQTJ8T,[],厦禾路873号-128号南洋大厦写字楼1层(距金榜公园BRT20米),福建省,厦门市,韩国菜,50203,0,[],Siming District,金家韩国料理(文灶店),"118.108511,24.468073",0592-5210390;13696905693,118.108511,24.468073
B025002RO9,[],厦禾路386号之5店(幸福路口),福建省,厦门市,中餐,50100,0,[],Siming District,老二市口土笋冻(幸福路店),"118.085704,24.461248",0592-2983008;18659229112,118.085704,24.461248
