id,parent,address,pname,cityname,type,parking_type,typecode,shopinfo,childtype,adname,name,location,tel,lng,lat
B0FFG652LZ,B0250040T4,吕岭路173号永升彩虹花园,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,湖里区,永升彩虹花园停车场,"118.138431,24.493901",[],118.138431,24.493901
B0FFG650MG,[],台湾街与江顺路交叉口南80米,福建省,厦门市,交通设施服务;停车场;路边停车场,免费;路边,150906,2,[],湖里区,停车场(台湾街),"118.132682,24.497505",[],118.132682,24.497505
B0FFG64ZDL,[],长岸路辅路与和旭路交叉口南60米,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,[],湖里区,停车场(禹州·棕榈城碧涛居北),"118.086585,24.498666",[],118.086585,24.498666
B0FFG64UCB,[],滨湖北三路与滨湖北路交叉口东北140米,福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],海沧区,停车场(滨湖北三路),"118.032230,24.483500",[],118.032230,24.483500
B0FFG64QHR,[],昌宾路67-17号附近,福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],湖里区,停车场,"118.100624,24.515592",[],118.100624,24.515592
B0FFFRKJ7F,B0FFGJYBEA,白鹭洲路99号,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,思明区,皇家御城停车场,"118.092355,24.464602",[],118.092355,24.464602
B0FFF5WDJV,[],仙岳路485号之1-之99号,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,[],思明区,停车场(屿后路),"118.118431,24.494743",[],118.118431,24.494743
B0FFF5VCIL,B025003ZI5,白鹭洲东路白鹭洲摄影广场附近,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,思明区,白鹭洲摄影广场停车点,"118.095820,24.476999",0592-5112006,118.095820,24.476999
B0FFF5U4KT,[],金尚路146之6附近(后埔地铁站3号口步行230米),福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,[],湖里区,金盛路停车场,"118.147064,24.491502",[],118.147064,24.491502
B02500VB8V,[],沧虹路与海裕路交叉口东北80米,福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],海沧区,停车场(电信信息公寓西北),"118.038856,24.498293",[],118.038856,24.498293
B02500SZHL,[],莲前西路与西林路交叉口东北40米,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,[],思明区,卧龙晓城地面停车场,"118.142008,24.478009",[],118.142008,24.478009
B02500SZGY,B025002KM9,槟榔西里251-253号湖东花园,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,思明区,湖东花园停车场,"118.107343,24.481505",0592-5047356,118.107343,24.481505
B02500SXLD,[],江宁里江头电信大楼(吕厝地铁站8号口步行360米),福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],湖里区,江宁里路停车场,"118.130920,24.492404",[],118.130920,24.492404
B02500S6F4,[],官任路与筼筜路交叉口西北100米,福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],思明区,官任路停车场,"118.086173,24.475535",[],118.086173,24.475535
B02500S3WF,[],华光西路怡景花园,福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],湖里区,华光西路停车场,"118.110649,24.515865",[],118.110649,24.515865
B02500QKJG,[],盛光路与乐海路辅路交叉口西南60米,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,[],集美区,停车场(大唐世家一期西北),"118.104890,24.586903",[],118.104890,24.586903
B02500QJIO,B0FFIOCMDD,滨湖北路9号海沧区行政服务中心,福建省,厦门市,交通设施服务;停车场;公共停车场,地下,150904,2,305,海沧区,海沧区行政中心停车场,"118.031673,24.483409",[],118.031673,24.483409
B02500QIBS,[],古楼路31号,福建省,厦门市,交通设施服务;停车场;公共停车场,地下,150904,2,[],思明区,前埔小学停车场,"118.171352,24.465098",[],118.171352,24.465098
B02500QFOC,[],第二城闽南印象西南门旁,福建省,厦门市,交通设施服务;停车场;路边停车场,地面,150906,2,[],湖里区,停车场,"118.142967,24.499635",[],118.142967,24.499635
B02500Q9WA,B02500QI24,汇景新城,福建省,厦门市,交通设施服务;停车场;公共停车场,免费;地面,150904,2,305,翔安区,汇景新城停车场,"118.244964,24.618853",[],118.244964,24.618853
B025004DWR,B0H0BRY92A,海林三路与海林二路交叉口东20米,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,海沧区,海沧区文化中心停车场,"118.029513,24.486141",[],118.029513,24.486141
B025004268,B02500QA98,东渡路232-之11号附近,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,湖里区,禹洲棕榈城停车场(东渡路),"118.086382,24.498034",[],118.086382,24.498034
B025003YGI,[],新丰路45-79号附近,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,[],湖里区,停车场(新丰路),"118.125015,24.512514",[],118.125015,24.512514
B0FFINOJPA,[],苑亭路176号之5附近,福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],集美区,停车场(苑亭路),"118.055414,24.572365",[],118.055414,24.572365
B0FFHJ37YU,B0250019FA,银江路183号集美大学,福建省,厦门市,交通设施服务;停车场;公共停车场,其它,150904,2,305,集美区,集美大学停车场,"118.092247,24.575983",[],118.092247,24.575983
B02500QJAE,[],莲花南路大洋公寓,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,[],思明区,映碧里35-37号楼停车场,"118.128072,24.481953",[],118.128072,24.481953
B0FFF5U630,[],禾山路与禾山一路交叉口南40米,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,[],湖里区,停车场(禾山路),"118.134936,24.506046",[],118.134936,24.506046
B02500QJ36,[],角滨东路17--102号附近,福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],思明区,银行家园停车场,"118.081542,24.462211",[],118.081542,24.462211
B0FFG3Y2E5,B025004DVF,珩圣路,福建省,厦门市,交通设施服务;停车场;公共停车场,地下,150904,2,305,集美区,厦门北站P2停车场,"118.074259,24.633748",[],118.074259,24.633748
B0FFINOJ0R,[],西亭上店路与西亭路交叉口西南80米,福建省,厦门市,交通设施服务;停车场;公共停车场,其它,150904,2,[],集美区,停车场(西亭安置房A1-1区南),"118.045053,24.596540",[],118.045053,24.596540
B0FFG7BUXO,[],蔡坑路与枋湖南路交叉口北80米,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,[],湖里区,车管所停车场,"118.152061,24.513242",[],118.152061,24.513242
B02500Q8GI,B02500TPRY,湖滨中路100号之2号白鹭洲公园东公园(南侧),福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,思明区,白鹭洲公园东公园停车场,"118.097316,24.478031",[],118.097316,24.478031
B02500SX6Q,B025003JWV,文兴东路166号明发国际新城,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,思明区,明发国际新城停车场,"118.179527,24.468185",[],118.179527,24.468185
B025003G7E,B0FFFP3OIC,厦门旅游客运码头,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,思明区,轮渡广场停车场,"118.072110,24.457916",[],118.072110,24.457916
B02500V87V,[],东孚大道与天竺山路交叉口东北120米,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,[],海沧区,停车场(天竺山路),"117.948010,24.567450",[],117.948010,24.567450
B02500SYYN,B025002UOA,吕岭路248-260号(后埔地铁站2号口步行250米),福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,思明区,厦门市鑫利花园停车场,"118.143455,24.489919",[],118.143455,24.489919
B02500SXW9,[],升平路与大中路交叉口西40米,福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],思明区,升平路停车场,"118.076335,24.454968",[],118.076335,24.454968
B0FFFGSXRF,B0250048C7,天安路与井泉路交叉口南60米,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,集美区,停车场(祥和雅筑东北),"118.102319,24.604305",[],118.102319,24.604305
B02500QFTH,[],演武路10号之6附近,福建省,厦门市,交通设施服务;停车场;公共停车场,,150904,2,[],思明区,厦门大学大学城停车场,"118.091914,24.437066",[],118.091914,24.437066
B0FFHIYMFV,B025004DVF,岩顺路与珩圣路交叉口东50米,福建省,厦门市,交通设施服务;停车场;公共停车场,地下,150904,2,305,集美区,厦门北站P1停车场,"118.077270,24.635299",[],118.077270,24.635299
B02500UPFD,[],思明南路422号厦门大学,福建省,厦门市,交通设施服务;停车场;公共停车场,地下,150904,2,[],思明区,厦大南普陀停车场,"118.094562,24.439786",[],118.094562,24.439786
B0FFINHQ04,[],杏林北二路与九天湖西二路交叉口西80米,福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],集美区,停车场(福楼商业大厦西北),"118.032108,24.585477",[],118.032108,24.585477
B0FFGJYA2Q,[],海裕路与沧虹路交叉口西40米,福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],海沧区,停车场(汇利花园东北),"118.037605,24.498022",[],118.037605,24.498022
B0FFHJTCN0,[],市场路与城西路交叉口北100米,福建省,厦门市,交通设施服务;停车场;路边停车场,路边,150906,2,[],同安区,停车场(市场路),"118.148318,24.731585",[],118.148318,24.731585
B02500QIYS,B025004RJS,金尚路2465号禹洲·高HOUSE尧洲新城,福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,湖里区,禹洲·高HOUSE尧洲新城停车场,"118.142018,24.521934",[],118.142018,24.521934
B0FFG7IC9X,B025003DLZ,集美大道199号集美大学诚毅学院(北区),福建省,厦门市,交通设施服务;停车场;公共停车场,地面,150904,2,305,集美区,集美大学诚毅学院北区停车场,"118.096742,24.591470",[],118.096742,24.591470
