id,parent,address,pname,cityname,type,typecode,shopinfo,childtype,adname,name,location,tel,lng,lat
B0250043H9,[],马巷镇城隍路41号旁边,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],翔安区,城隍庙,"118.247463,24.667469",[],118.247463,24.667469
B0FFGA0JYB,[],杏林街道中宛路,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],集美区,永济宫,"118.052060,24.574426",[],118.052060,24.574426
B0FFHD0ZYU,[],天竺山西路与天竺山路交叉口西南80米,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],海沧区,欧森营地香草园,"117.936920,24.577521",18144158020,117.936920,24.577521
B0FFH0NUZ1,[],东明路(育秀东路地铁站10号口步行480米),福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],思明区,槟榔健身公园,"118.114008,24.482782",[],118.114008,24.482782
B0FFFZXJBY,B025003YN2,鼓浪屿风景区鹿礁路34号(近老年疗养院),福建省,厦门市,风景名胜;风景名胜;教堂,110206,2,301,思明区,天主堂,"118.072804,24.443825",[],118.072804,24.443825
B0FFFRKMO5,B025003YN2,鼓浪屿安海路67号,福建省,厦门市,风景名胜;风景名胜;教堂,110206,2,301,思明区,三一堂,"118.067132,24.444392",0592-2060648,118.067132,24.444392
B0FFFGAGI0,[],汀溪镇,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],同安区,洋麻山森林公园,"118.129403,24.772491",[],118.129403,24.772491
B0IUB7EXXI,[],洪西线,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],集美区,凤凰花公园,"118.016732,24.609388",[],118.016732,24.609388
B0FFIJT1OL,[],新丰路208号(小东山地铁站2号口步行390米),福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],湖里区,火炬公园,"118.123561,24.516047",[],118.123561,24.516047
B0H6SSXSNA,[],鳌冠村西片255号,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],海沧区,海沧区佛圣寺,"118.057317,24.517246",[],118.057317,24.517246
B0FFKTKKQB,[],支六路与吕岭路交叉口北420米,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],湖里区,古地石社关帝庙寿亭殿,"118.165795,24.489287",[],118.165795,24.489287
B0FFK8CTQ7,[],禾山前山里400,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],同安区,慈云岩寺,"118.090707,24.663558",[],118.090707,24.663558
B025004QNM,[],灌口镇上头亭三,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],集美区,三榕公园,"117.989184,24.586098",[],117.989184,24.586098
B0FFHOCWBH,[],大同路土堆巷68号,福建省,厦门市,风景名胜;风景名胜;红色景区,110210,2,[],思明区,厦门市总工会旧址,"118.078195,24.456690",0592-2129366,118.078195,24.456690
B0FFIZOSYI,[],双涵路93号,福建省,厦门市,风景名胜;公园广场;水族馆|购物服务;专卖店;专营店,110104|061200,2,[],思明区,卓越水族,"118.117161,24.472884",13779962089,118.117161,24.472884
B0FFG4WHQX,B0250043J1,厦禾路900号,福建省,厦门市,风景名胜;公园广场;城市广场,110105,2,310,思明区,厦门站南广场,"118.116788,24.466807",[],118.116788,24.466807
B0HKKDH9XQ,[],仙岳路辅路与东岳二路交叉口东北140米,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],思明区,仙岳山,"118.106975,24.492216",[],118.106975,24.492216
B0FFL0RR5R,[],信毅路集美学村景区,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],集美区,云龙岩戏台,"118.097197,24.587300",[],118.097197,24.587300
B02500U9X8,B025000E32,金榜南路1号,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,301,思明区,厦门金榜山紫竹林寺,"118.116250,24.462745",[],118.116250,24.462745
B02500V27P,[],凤山庙路,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],集美区,灌口凤山庙,"117.993668,24.606670",[],117.993668,24.606670
B0I2F5ODI7,[],新阳大道,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],海沧区,海沧区马銮湾智慧体育公园,"118.018679,24.538214",[],118.018679,24.538214
B0FFKPPURC,[],石塘北路玖和广场,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],海沧区,福安宫,"118.042783,24.500520",[],118.042783,24.500520
B0IGO7K620,[],筼筜路与湖滨北路交叉口南60米,福建省,厦门市,风景名胜;公园广场;城市广场,110105,2,[],思明区,筼筜湖潮汐广场,"118.079520,24.477099",[],118.079520,24.477099
B025004OM2,[],五显镇北山岩,福建省,厦门市,风景名胜;风景名胜;国家级景点,110202,2,[],同安区,北辰山景区,"118.248352,24.799081",0592-7232155,118.248352,24.799081
B0ID6C68RA,[],翔安南路81号,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],翔安区,下钟宅公园,"118.234136,24.578020",[],118.234136,24.578020
B02500UAQ0,B0FFJAXMBV,集美学村东南角海滨嘉庚公园内(南侧),福建省,厦门市,风景名胜;公园广场;公园,110101,2,601,集美区,鳌园,"118.107443,24.565019",0592-6064884;0592-6103927;0592-6681600,118.107443,24.565019
B0FFL9Q89K,[],莲景二路与莲兴路交叉口西140米,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],思明区,埭头吴氏宗祠,"118.118558,24.479732",[],118.118558,24.479732
B0I11Z7CXA,[],埭头溪下游,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],同安区,同安新城河滩公园,"118.164603,24.655570",[],118.164603,24.655570
B0250043IV,[],湖里街24号,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],湖里区,凤和宫,"118.094984,24.506786",[],118.094984,24.506786
B0FFKXES7C,[],杏林湾路70号,福建省,厦门市,风景名胜;公园广场;城市广场,110105,2,[],集美区,水韵广场,"118.076937,24.595201",[],118.076937,24.595201
B0FFMDAEV0,[],顺泰水电建设有限公司厦门下潭尾项目部西侧60米,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],翔安区,下潭尾湿地公园南岸,"118.202949,24.642806",[],118.202949,24.642806
